Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net migration,SM.POP.NETM,Seychelles,SYC,369,323,263,245,251,259,276,305,146,146
Net migration,SM.POP.NETM,Sierra Leone,SLE,988,2773,485,-356,4657,1234,-2741,-2238,1292,-1544
Net migration,SM.POP.NETM,Singapore,SGP,67992,67504,60308,40958,36498,35449,35726,40624,21324,19321
Net migration,SM.POP.NETM,Sint Maarten (Dutch part),SXM,2953,1609,901,1027,969,-50,640,540,475,212
Net migration,SM.POP.NETM,Slovak Republic,SVK,2629,1279,1058,2637,3682,3542,3752,3378,1746,1746
Net migration,SM.POP.NETM,Slovenia,SVN,219,210,-225,7934,7684,7460,7559,7427,7681,4568
Net migration,SM.POP.NETM,Solomon Islands,SLB,-1634,-1603,-1603,-1603,-1603,-1603,-1603,-1603,-808,-808
Net migration,SM.POP.NETM,Somalia,SOM,-51833,20723,6065,-17178,124017,38067,40844,48055,-11383,-17071
Net migration,SM.POP.NETM,South Africa,ZAF,68846,63794,290874,644996,-866101,-10681,27265,22728,30852,10934
Net migration,SM.POP.NETM,South Sudan,SSD,125766,65337,-471614,-160109,-655870,-672697,-297041,2048,-74415,-31885
Net migration,SM.POP.NETM,Spain,ESP,-144619,-254292,-94869,-871,89021,167475,339064,458942,208791,275022
Net migration,SM.POP.NETM,Sri Lanka,LKA,-97095,-97189,-97807,-98598,-98896,-98598,-97100,-94897,-92400,-92400
Net migration,SM.POP.NETM,St. Kitts and Nevis,KNA,-191,-191,-191,-191,-191,-191,-191,-191,-191,-90
Net migration,SM.POP.NETM,St. Lucia,LCA,11,0,0,0,0,0,0,0,0,0
Net migration,SM.POP.NETM,St. Martin (French part),MAF,-962,-1013,-865,-662,-734,-816,-1356,-949,-949,-948
Net migration,SM.POP.NETM,St. Vincent and the Grenadines,VCT,-1569,-1569,-1295,-1295,-1295,-847,-807,-758,-379,-379
Net migration,SM.POP.NETM,Sudan,SDN,-221502,-185339,85052,49080,97646,189497,74198,-29450,86,-15223
Net migration,SM.POP.NETM,Suriname,SUR,-1014,-978,-967,-976,-910,-948,-862,203,-313,-492
Net migration,SM.POP.NETM,Eswatini,SWZ,-10706,-10662,-10586,-10464,-10295,-10127,-9956,-9796,-4897,-4897
Net migration,SM.POP.NETM,Sweden,SWE,69451,72873,75670,77987,79667,80765,81492,81585,81066,80097
Net migration,SM.POP.NETM,Switzerland,CHE,67464,83892,77880,71488,70637,45208,40899,43546,53786,23872
Net migration,SM.POP.NETM,Syrian Arab Republic,SYR,-999191,-2081259,-1457678,-827474,-133823,-293599,513647,500572,270006,212187
Net migration,SM.POP.NETM,Tajikistan,TJK,-27831,-24877,-21933,-18984,-16029,-13082,-10135,-7192,-3564,-3564
Net migration,SM.POP.NETM,Tanzania,TZA,-49713,1346,-21079,201562,124444,101235,-56813,-64819,-15795,-4865
Net migration,SM.POP.NETM,Thailand,THA,74265,67600,55367,32595,76693,44063,9304,3758,35526,1133
Net migration,SM.POP.NETM,Timor-Leste,TLS,-769,-1580,-1586,-5529,-5475,-5412,-5352,-5265,-3506,-1997
Net migration,SM.POP.NETM,Togo,TGO,-1992,-1985,-1985,-1985,-1988,-1997,-1997,-1997,-995,-995
Net migration,SM.POP.NETM,Tonga,TON,-2529,-2558,-2524,-2495,-2206,-2106,-2023,-1898,-948,-948
Net migration,SM.POP.NETM,Trinidad and Tobago,TTO,-880,-796,-799,-583,-103,1446,35502,-19248,2370,2632
Net migration,SM.POP.NETM,Tunisia,TUN,-29555,-27026,-26591,-25230,-23826,-22368,-21013,-19609,-9189,-9189
Net migration,SM.POP.NETM,Turkiye,TUR,297814,393572,703144,341261,375842,-252010,-261813,-218341,-80952,-69729
Net migration,SM.POP.NETM,Turkmenistan,TKM,-9598,-9603,-9609,-9612,-9616,-9616,-9614,-9612,-4502,-4503
Net migration,SM.POP.NETM,Turks and Caicos Islands,TCA,1256,1337,1005,1663,1312,1425,1403,1358,682,682
Net migration,SM.POP.NETM,Tuvalu,TUV,8,-150,-152,-159,-170,-155,-57,-57,-15,-15
Net migration,SM.POP.NETM,Uganda,UGA,-175994,-176638,-92291,-62377,123381,92876,60723,107203,43465,43465
Net migration,SM.POP.NETM,Ukraine,UKR,68840,34043,-65667,-21937,-54333,-50447,-33273,-7812,-2173,831
Net migration,SM.POP.NETM,United Arab Emirates,ARE,-16401,-15566,-14954,-14154,-13520,-12895,-8582,-4466,-2762,-2762
Net migration,SM.POP.NETM,United Kingdom,GBR,272601,268067,261389,254218,246940,239014,230577,221179,211063,202027
Net migration,SM.POP.NETM,United States,USA,1323368,1320840,1250914,1221849,1449371,1377630,1200796,1158444,675560,561580
Net migration,SM.POP.NETM,Uruguay,URY,-6318,-5655,-4914,-4156,-3506,-3090,-2963,-2902,-1486,-1486
Net migration,SM.POP.NETM,Uzbekistan,UZB,-20382,-20380,-20382,-20380,-35209,-48561,-60066,-69397,-39203,-39201
Net migration,SM.POP.NETM,Vanuatu,VUT,-879,-824,-785,-756,-404,-403,-403,-403,-197,-197
Net migration,SM.POP.NETM,"Venezuela, RB",VEN,-55130,-57815,-62437,-77421,-283326,-817764,-1356759,-976460,-525142,-525116
Net migration,SM.POP.NETM,Vietnam,VNM,-4545,-4786,-4875,-4761,-4432,-3847,-3080,-4028,-2016,-992
Net migration,SM.POP.NETM,Virgin Islands (U.S.),VIR,-932,-858,-748,-630,-526,-471,-458,-458,0,-224
Net migration,SM.POP.NETM,West Bank and Gaza,PSE,-26918,-26976,-27076,-22904,-22774,-25452,-25137,-24737,-12369,-12369
Net migration,SM.POP.NETM,"Yemen, Rep.",YEM,-20983,-23747,-30048,-38355,-39688,-39672,-39699,-39769,-86100,-101468
Net migration,SM.POP.NETM,Zambia,ZMB,9009,15574,16580,16283,17285,20268,18019,18019,9015,9015
Net migration,SM.POP.NETM,Zimbabwe,ZWE,-66709,-59918,-59918,-59918,-59918,-59918,-59918,-59918,-29955,-25005
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Afghanistan,AFG,323642538.268423,444730790.483326,524163478.528778,228991809.215134,167894464.282526,143979106.230961,234618700.600525,217292317.990937,225420606.479917,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Albania,ALB,215775643.88998,190551293.64341,178722842.218417,153312400.478059,147156757.388012,106330982.912761,114879336.943132,119679640.769479,124630375.669198,140344309.701299
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Algeria,DZA,44242618.9188504,38715810.1979153,295922112.14148,72128990.5929386,76633496.3215657,214378056.734394,87006383.2050524,81545364.5801963,149253465.262997,81225031.542645
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Andorra,AND,..,..,..,..,..,..,..,91484853.444657,83804274.980466,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Angola,AGO,2051320868.26326,2395965855.79732,2746615873.18541,1252909011.69,1176110313.56,961415276.24,681627015.492267,549082042.551059,576471436.778989,445400143.824058
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Antigua and Barbuda,ATG,2157660.74074074,2222448.14814815,52088361.5547778,52822644.38,54742927.4962963,55445390.1111111,54174267.5481481,47772733.2174111,44608057.2461655,52574952.0388686
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Argentina,ARG,979205922.333175,887803486.561137,732414557.145982,685001365.914279,769242057.986733,1060484529.95531,1010375535.64433,669932291.414625,522669980.372616,588682523.660348
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Armenia,ARM,314788691.745455,355297861.233836,390589978.814492,363788468.805367,358015507.114938,367496443.764591,341262575.416442,362671834.147856,304365569.428434,352775607.719648
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Aruba,ABW,67821229.0502793,66652368.7150838,70222692.1787709,74978013.4078212,98052501.9895973,108045520.369781,111650956.926434,112627597.550605,101762567.219897,111331648.74942
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Australia,AUS,7084418881.54625,7253781716.43926,6953239775.09164,6037610106.7282,6179374297.70856,6793253706.78176,7268447090.4099,7438424190.33028,4422969039.30168,3812231755.62013
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Austria,AUT,3450702386.15693,3895700778.52154,4962526962.17432,4750215267.75261,4885123590.77349,5369093592.33248,6206351378.91026,6423312126.48802,6449590512.02898,7147085508.3694
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Azerbaijan,AZE,2072681000,1902602000,2031324000,1293019000,740236000,603318000,579500000,621549000,731878000,812858000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Bahamas, The",BHS,139704000,138725000,150819240.9824,178800140.7306,193848517.8571,262328167.4932,210701450.4281,206936185.690005,235468493.520002,246134328.020002
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bahrain,BHR,2074468085.10638,2165957446.80851,2364361702.12766,2367287234.04255,2391489361.70213,2465957446.80851,3268882978.7234,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bangladesh,BGD,11741740.2571771,19553597.1403801,32521361.4348432,32102746.7155943,41213540.689277,46838244.5116133,56932184.6211527,82792588.3259286,94827814.1836617,100464837.018003
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Barbados,BRB,52694935.0010688,63896785.9782236,62510666.9516274,54531589.6431534,51615785.7846208,48758037.1105,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belarus,BLR,141700000,150800000,181200000,162300000,123800000,137800000,159900000,185900000,245200000,240200939.05
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,4303018197.84427,4548072301.03075,5251309838.20849,4441158754.04115,4564818715.74936,4747435274.46293,5611363724.67034,5335509512.60816,6233671513.90017,7108094424.24242
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belize,BLZ,26326846.2259462,31523217.6742768,33269797.5072743,41161360.5304401,45202220.8003739,45607619.8901334,42979100.7358568,41881051.8284085,42407418.7359842,41693205.3553696
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Benin,BEN,87741932.9189547,101062518.757726,144363223.97077,98216933.4574093,88136694.4092267,72946194.1673193,94458843.3443268,87497446.53695,92063088.5880929,100184328.662152
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bermuda,BMU,217148645.741621,218784177.190285,224147086.878863,186973109.772682,213856867.829307,218383822.031545,197545233.446783,198609831.920464,183196006.11852,159405524.463641
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bhutan,BTN,73765182.3259175,57949829.2888992,52119521.9726357,54958721.1717833,52526250.4395012,52589438.2417465,57524189.4222053,64990915.7525375,47980514.7972506,27465462.3391006
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bolivia,BOL,147112672.285848,172158814.237793,180137043.898414,210175743.521405,222250464.340478,232927804.367505,251815643.315127,275421573.736587,215679931.571257,293731382.457238
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,46846961.2648497,48445049.0365599,46847045.1574511,55544289.464585,60512502.9427537,63649593.4311002,83628912.5031727,84373799.5566988,96760344.4839983,105827536.815408
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Botswana,BWA,124130509.024899,97489264.3869631,105396857.464986,94742111.7026077,80447980.7958848,81246534.89425,63438910.5693902,99403760.8478688,163602998.182633,236646583.771618
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brazil,BRA,1063670886.79,1150189008.34,1538775897.25,1339086890.17,1385076006.47,2238140844.16,2253247430.04,2231583198.17,1607787352.21,1755081763.44
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,10149953.8626644,10418163.0142939
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bulgaria,BGR,107090000,161950000,169060000,114850000,126530000,163040000,195080000,204570000,189120000,157230000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burkina Faso,BFA,71420129.8732234,148953261.85146,160554578.541688,180767735.761453,188062679.743843,198931795.905219,208745502.373646,196545204.663271,201769454.242857,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burundi,BDI,5235126.8994185,6978499.11232411,14846058.0251117,21041437.1582556,19085453.3147457,15722808.1235125,19331789.2465233,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cabo Verde,CPV,9824627.35988005,9847113.92319058,11394438.8095345,14207581.3249194,36460830.9082515,44233167.2347701,40252578.6794582,37197803.893243,37108497.3210222,37776314.4945013
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cambodia,KHM,265124288.352564,297255644.815401,359610112.126491,314340835.238975,356857492.012196,324477385.964618,309802626.755738,279024939.883376,226459074.65167,266220460.045667
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cameroon,CMR,72900867.5373347,65130642.840141,82226627.4209087,75607434.9552448,81209328.7727286,83592863.6782188,88887957.4166886,86396256.2550969,101578112.437275,40311259.1348726
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,5629382995.17341,5702499908.42515,5948213016.80636,5114157603.63363,5255722464.64191,6482765219.33016,7578422449.32389,8763218444.02473,7458003424.31636,8077519278.23048
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cayman Islands,CYM,..,..,..,..,371197417.729328,395035319.864718,449068951.138823,501070778.204923,481189558.812409,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chad,TCD,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chile,CHL,237627482.999982,310104615.999989,304434932.999978,386476768.999982,345594093.542873,492037287.263703,623866299.713828,722743058.630458,774098058.010956,761871993.441819
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,China,CHN,1788058506,1714202599,4155302052.29,5718191072.59,6210890955.57,16253286877.31,16548078395.86,15135300288.47,18295889482.74,22903473456.37
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Colombia,COL,246242647.170108,277970422.008756,399081655.550903,333683053.24138,258624566.969654,291727376.352561,312663936.083913,348172705.450734,254084912.517049,385718084.432186
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Comoros,COM,826399.590760189,..,981694.179520911,1061490.51407098,920601.50788344,1929145.87448001,4708655.66784414,4660667.55337705,1064186.8422708,2991508.17116569
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Dem. Rep.",COD,669745991.90705,920031731.820626,450677740.612592,851177411.04,450360618.476024,532463104.850146,913820460.848003,1004481694.54917,746031300.590414,730580419.040347
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Rep.",COG,51110911.8319922,56967040.7532394,67138243.817811,67671191.4471909,401913167.789797,..,..,48271835.4216927,48661711.3350389,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Costa Rica,CRI,346035432.757602,402604637.039986,419222829.171868,407784045.230191,416129213.480398,468504811.363687,506693451.581134,528443216.045356,490881074.901057,541463307.521034
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cote d'Ivoire,CIV,694444945.509466,736281654.179675,746866785.943462,649769213.482815,715984964.055525,847275830.943493,919027300.726831,908280381.780388,935869792.935591,1011590171.34568
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Croatia,HRV,247440156.426885,390283258.896147,443471012.204705,413628813.958573,424775676.741108,466626626.71098,532498242.044085,532746198.797381,570213470.047346,632132173.822696
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Curacao,CUW,135195530.726257,117022346.368715,121039106.145251,130206703.910614,127391061.452514,141776536.312849,140578526.251396,131553156.324023,121684836.564246,118446528.027933
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cyprus,CYP,759751776.380049,742261795.064375,790206517.419465,634530436.653706,689854494.167957,776521993.145865,869951114.575011,840805788.000441,863632112.032104,960452149.460636
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Czechia,CZE,1334625944.42687,1079198620.08455,1523333418.51867,1376392339.35458,1658604748.22938,2055510447.8687,2786200090.44714,3447070354.47763,3251663148.54257,4069220648.97775
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Denmark,DNK,2979397706.78695,3058995226.44079,3171598140.13358,2781262009.25143,2914430190.47191,3140591942.30792,3392801094.09194,3363422949.23119,3386838621.70272,3647022987.43355
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Djibouti,DJI,12407087.5135747,..,..,..,..,..,..,..,1688039.11749315,1130986.20872041
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominica,DMA,1616552.22222222,1701588.88888889,24816579.637037,24805920.9185186,21161683.9740741,20317892.4577778,14322031.001216,25718457.7518519,22197612.0368005,20281319.2960598
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominican Republic,DOM,565200000,531100000,574800000,585000000,617100000,651400000,622700000,741100000,837300000,871800000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ecuador,ECU,154049108.501747,167268211.104159,195915063.632134,291533662.200659,302374307.716292,371469504.772919,467445307.493583,654668980.287942,518019671.491921,603966053.491175
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Egypt, Arab Rep.",EGY,292700000,354900000,351400000,622700000,352200000,270800000,514500000,471900000,444900000,442100000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,El Salvador,SLV,26897278.14,27678165.54,51051728.2,74340145.28,164990212.17,187453483.94,189760899.38,233048594.23,186719421.6,262174225.59
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Estonia,EST,113164925.021603,100292645.084713,113887035.68818,93682192.4405716,121868052.900306,150958274.85158,234337543.002775,249205376.651593,220440398.193315,257539985.684199
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ethiopia,ETH,19882145.4031396,23077322.2929238,14253223.3005705,14437634.4110139,29869539.2632146,12461832.148055,8689449.30751725,19080067.1042013,17079651.6319431,14213187.6316244
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Fiji,FJI,8225967.42108577,8469046.51128769,10660484.3747005,9666037.82031006,13015472.7656233,14917363.2306714,15730151.2680625,11256018.1127447,7445206.26030685,12191943.4907483
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Finland,FIN,774448556.661565,1084976106.53627,1015369008.07143,927659181.488841,882181100.003214,997504149.723498,1011154023.27839,958403302.002153,990796591.106503,1027064538.38384
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,12561160242.5309,13424774110.1757,13729849894.4832,12791549840.9182,13284455662.4701,13798960222.9361,15022558189.9314,15041212238.8391,14778152520.0748,16115182200.8947
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,French Polynesia,PYF,58214549.5194968,46296359.3019699,16545064.4600168,9522350.05135883,22659424.6012585,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gabon,GAB,355744067.705881,250455409.726336,280695394.012308,121711150.465094,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Gambia, The",GMB,66136002.2976319,69585194.3599469,25235850.1342668,20477127.0609201,17797429.1852169,18174365.2743062,19006746.070219,18925942.9503629,18308188.5503619,26836811.3443356
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Georgia,GEO,86732443.05,87714487.75,86131110.08,95862423.06,100492400.12,122154261.91,151149586.7,169883742.14,76894985.62,106326823.78
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Germany,DEU,15581428609.4726,19976705774.6346,20084390151.7533,18248805576.3986,19348107339.6236,21699115805.257,18075495506.5018,17772723434.8483,15680230871.8354,17325982789.8269
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ghana,GHA,7990000,4840000,8942031.67182118,2607106387.33774,1548909687.62726,1112210000,956248076.150446,667262506.260227,727201189.577844,812831957.035108
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greece,GRC,1437386208.76627,1291061264.93958,1424499197.40175,1870201142.47101,1800318875.52917,2083354726.70232,2287128999.21002,2666198439.3111,2725263243.97498,2937563888.47747
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
